Equipment,Substation Name,"Reliability Risk Matrix (PoF,CoF)",line,type,Equipment Type,Date,Age,Failure Type,_merge
41165474,"TESLA SUB, CIRCUIT BREAKERS",33,T,BRKR,,,,,left_only
41113950,"METCALF SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41212148,"WILSON SUB, CIRCUIT BREAKERS",33,T,BRKR,,,,,left_only
44395087,"METCALF SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41169061,"SAN FRAN H (MARTIN) SUB, CIRCUIT BRKR",34,T,BRKR,,,,,left_only
44395088,"METCALF SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41361380,"MESA SUB, CIRCUIT BREAKERS",23,T,BRKR,,,,,left_only
41140706,"KERN PP, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41152175,"MIDWAY SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
42704635,"ATLANTIC SUB, CIRCUIT BREAKERS",23,T,BRKR,,,,,left_only
41135312,"CHRISTIE SUB, CIRCUIT BREAKERS",33,T,BRKR,,,,,left_only
42756273,"SOLAR SW STA, CIRCUIT BREAKERS",23,T,BRKR,,,,,left_only
42746870,"EASTSHORE SUB, CIRCUIT BREAKERS",23,T,BRKR,,,,,left_only
42773563,"CALIENTE SW STA, CIRCUIT BREAKERS",23,T,BRKR,,,,,left_only
44077100,"MUSTANG SW STA, CIRCUIT BREAKERS",23,T,BRKR,,,,,left_only
41157367,"MIDWAY SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41160283,"IGNACIO SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
43236219,"MOSS LANDING PP, CIRCUIT BREAKERS",24,T,BRKR,,,,,left_only
44148881,"TRANQUILLITY SW STA, CIRCUIT BREAKERS",23,T,BRKR,,,,,left_only
40990260,"KINGSBURG SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41189071,"ATLANTIC SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
44315281,"LAS AGUILAS SW STA, CIRCUIT BREAKERS",23,T,BRKR,,,,,left_only
41157368,"MIDWAY SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
44693307,"KERN PP, CIRCUIT BREAKERS",13,T,BRKR,,,,,left_only
45086201,"WHEELER RIDGE SUB, CIRCUIT BREAKERS",13,T,BRKR,,,,,left_only
41119861,"SAN LEANDRO U SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
40991006,"MIDWAY SUB, CIRCUIT BREAKERS",44,T,BRKR,,,,,left_only
45554505,"ARCO SUB, CIRCUIT BREAKERS",13,T,BRKR,,,,,left_only
41195091,"TABLE MTN SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41145512,"KINGSBURG SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
40991007,"MIDWAY SUB, CIRCUIT BREAKERS",44,T,BRKR,,,,,left_only
41203081,"TABLE MTN SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
40991008,"MIDWAY SUB, CIRCUIT BREAKERS",44,T,BRKR,,,,,left_only
41140710,"KERN PP, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41176939,"STONE SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
44242364,"SAN FRAN Z (EMBARCADERO) SUB, BRKR",23,T,BRKR,,,,,left_only
41158789,"GARBERVILLE SUB, CIRCUIT BREAKERS",33,T,BRKR,,,,,left_only
41140705,"KERN PP, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41141621,"PANOCHE SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41203082,"TABLE MTN SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41214446,"SAN RAMON SUB, CIRCUIT BREAKERS",33,T,BRKR,,,,,left_only
41142935,"VINEYARD SUB, CIRCUIT BREAKERS",33,T,BRKR,,,,,left_only
41166344,"AMES TRANS SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41187344,"SEMITROPIC SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41195141,"MONTE RIO SUB, CIRCUIT BREAKERS",33,T,BRKR,,,,,left_only
41142945,"CHRISTIE SUB, CIRCUIT BREAKERS",33,T,BRKR,,,,,left_only
41178454,"CASTRO VALLEY SUB, CIRCUIT BREAKERS",33,T,BRKR,,,,,left_only
40992939,"METCALF SUB, CIRCUIT BREAKERS",44,T,BRKR,,,,,left_only
41149293,"EL CAPITAN SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
42647559,"HELM SUB, CIRCUIT BREAKERS",23,T,BRKR,,,,,left_only
44396016,"METCALF SUB, CIRCUIT BREAKERS",44,T,BRKR,,,,,left_only
42620186,"SOBRANTE SUB, CIRCUIT BREAKERS",23,T,BRKR,,,,,left_only
41220091,"COTATI SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41158788,"GARBERVILLE SUB, CIRCUIT BREAKERS",33,T,BRKR,,,,,left_only
41163201,"BOGUE SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41130441,"BALCH #2 PH, CIRCUIT BREAKERS",43,T,BRKR,,,,,left_only
41166491,"LOS ESTEROS SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
40995765,"COTTONWOOD SUB, CIRCUIT BREAKERS",43,T,BRKR,,,,,left_only
40997404,"TIDEWATER SUB, CIRCUIT BREAKERS",44,T,BRKR,,,,,left_only
44396017,"METCALF SUB, CIRCUIT BREAKERS",44,T,BRKR,,,,,left_only
40992219,"CORTINA SUB, CIRCUIT BREAKERS",43,T,BRKR,,,,,left_only
41193857,"GRANT SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41139220,"SAN CARLOS SUB, CIRCUIT BREAKERS",33,T,BRKR,,,,,left_only
40992547,"HENRIETTA SUB, CIRCUIT BREAKERS",43,T,BRKR,,,,,left_only
41176820,"LAMMERS SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
40993051,"MORAGA SUB, CIRCUIT BREAKERS",44,T,BRKR,,,,,left_only
45045874,"TABLE MTN SUB, CIRCUIT BREAKERS",24,T,BRKR,,,,,left_only
41170067,"LAKEWOOD SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41152409,"KINGSBURG SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
40991009,"MIDWAY SUB, CIRCUIT BREAKERS",44,T,BRKR,,,,,left_only
41165467,"LOS ESTEROS SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
40990929,"LOS BANOS SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41165962,"AMES TRANS SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
42561311,"VACA DIXON SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
45045875,"TABLE MTN SUB, CIRCUIT BREAKERS",24,T,BRKR,,,,,left_only
40992633,"KELSO SUB, CIRCUIT BREAKERS",43,T,BRKR,,,,,left_only
41160282,"IGNACIO SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41204209,"COTTONWOOD SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
40992471,"KINGSBURG SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
40991718,"MIDWAY SUB, CIRCUIT BREAKERS",44,T,BRKR,,,,,left_only
40990928,"LOS BANOS SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41148792,"MILLBRAE SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41166424,"LOS ESTEROS SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
44176464,"VACA DIXON SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
40992808,"LOS BANOS SUB, CIRCUIT BREAKERS",44,T,BRKR,,,,,left_only
45045877,"TABLE MTN SUB, CIRCUIT BREAKERS",24,T,BRKR,,,,,left_only
40991010,"MIDWAY SUB, CIRCUIT BREAKERS",44,T,BRKR,,,,,left_only
40990927,"LOS BANOS SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
44176467,"VACA DIXON SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
40992938,"METCALF SUB, CIRCUIT BREAKERS",44,T,BRKR,,,,,left_only
44396338,"METCALF SUB, CIRCUIT BREAKERS",44,T,BRKR,,,,,left_only
44396339,"METCALF SUB, CIRCUIT BREAKERS",44,T,BRKR,,,,,left_only
40990741,"MCCALL SUB, CIRCUIT BREAKERS",33,T,BRKR,,,,,left_only
41116281,"MIDWAY SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
40990769,"PARKWAY SUB, CIRCUIT BREAKERS",33,T,BRKR,,,,,left_only
40990243,"KINGSBURG SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
40991637,"VACA DIXON SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
40990926,"LOS BANOS SUB, CIRCUIT BREAKERS",44,T,BRKR,,,,,left_only
41218478,"TABLE MTN SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41325660,"VACA DIXON SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41236737,"WILSON SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41166328,"AMES TRANS SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
40991295,"TESLA SUB, CIRCUIT BREAKERS",33,T,BRKR,,,,,left_only
41166330,"AMES TRANS SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41185278,"COLGATE SW STA, CIRCUIT BREAKERS",33,T,BRKR,,,,,left_only
41166329,"AMES TRANS SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41135303,"MORAGA SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41328314,"FORT BRAGG A SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41116287,"MIDWAY SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41165466,"LOS ESTEROS SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41165468,"LOS ESTEROS SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
40990925,"LOS BANOS SUB, CIRCUIT BREAKERS",44,T,BRKR,,,,,left_only
41163199,"BOGUE SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41166463,"LOS ESTEROS SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41166327,"AMES TRANS SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41135302,"MORAGA SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41166336,"AMES TRANS SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41103553,"RAVENSWOOD SUB, CIRCUIT BREAKERS",33,T,BRKR,,,,,left_only
41167682,"MENDOCINO SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
44237572,"TABLE MTN SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41136942,"TIGER CREEK PH, CIRCUIT BREAKERS",33,T,BRKR,,,,,left_only
41166445,"SEMITROPIC SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41209638,"ATASCADERO SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41107582,"EIGHT MILE SUB, CIRCUIT BREAKERS",33,T,BRKR,,,,,left_only
44172835,"VACA DIXON SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41157743,"MIDWAY SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41166451,"LOS ESTEROS SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41157401,"LAKEWOOD SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41174490,"CENTERVILLE PH, CIRCUIT BREAKERS",33,T,BRKR,,,,,left_only
41116288,"MIDWAY SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41160281,"IGNACIO SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41203092,"ROUND MTN SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41181954,"GLENN SUB, CIRCUIT BREAKERS",33,T,BRKR,,,,,left_only
42711869,"CONTRA COSTA SUB, CIRCUIT BREAKERS",33,T,BRKR,,,,,left_only
41176420,"ELK SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41329319,"BIRDS LANDING SW STA, CIRCUIT BREAKERS",33,T,BRKR,,,,,left_only
41166409,"LOS ESTEROS SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41158317,"LE GRAND SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41233905,"BAHIA SUB, CIRCUIT BREAKERS",33,T,BRKR,,,,,left_only
42579129,"METCALF SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
42632090,"SALINAS SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
40991788,"LOS BANOS SUB, CIRCUIT BREAKERS",44,T,BRKR,,,,,left_only
44237575,"TABLE MTN SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
42562103,"WEBER SUB, CIRCUIT BREAKERS",33,T,BRKR,,,,,left_only
41176819,"LAMMERS SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
44172836,"VACA DIXON SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
42632079,"SALINAS SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41161182,"GOLD HILL SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41163715,"METCALF SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
44396350,"METCALF SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
44396351,"METCALF SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41158156,"KINGSBURG SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41212651,"DAVIS SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41166337,"AMES TRANS SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
42614895,"STAGG SUB, CIRCUIT BREAKERS",23,T,BRKR,,,,,left_only
42685084,"FIGARDEN SUB, CIRCUIT BREAKERS",23,T,BRKR,,,,,left_only
42697156,"GOLD HILL SUB, CIRCUIT BREAKERS",23,T,BRKR,,,,,left_only
41166384,"LOS ESTEROS SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
42738206,"PANOCHE SUB, CIRCUIT BREAKERS",24,T,BRKR,,,,,left_only
41192878,"SMYRNA SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
42731828,"TASSAJARA SUB, CIRCUIT BREAKERS",23,T,BRKR,,,,,left_only
41221671,"GOLD HILL SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41189489,"COTTONWOOD SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
42763627,"BAKERSFIELD SUB, CIRCUIT BREAKERS",23,T,BRKR,,,,,left_only
41153602,"KINGSBURG SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41153221,"CANTUA SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41185283,"COLGATE SW STA, CIRCUIT BREAKERS",33,T,BRKR,,,,,left_only
41185281,"COLGATE SW STA, CIRCUIT BREAKERS",33,T,BRKR,,,,,left_only
41185280,"COLGATE SW STA, CIRCUIT BREAKERS",33,T,BRKR,,,,,left_only
41185282,"COLGATE SW STA, CIRCUIT BREAKERS",33,T,BRKR,,,,,left_only
41185279,"COLGATE SW STA, CIRCUIT BREAKERS",33,T,BRKR,,,,,left_only
42560965,"SAN FRAN A (POTRERO PP) SUB, CIR BRKRS",34,T,BRKR,,,,,left_only
41189491,"COTTONWOOD SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
42741005,"IGNACIO SUB, CIRCUIT BREAKERS",24,T,BRKR,,,,,left_only
44439784,"WILSON SUB, CIRCUIT BREAKERS",23,T,BRKR,,,,,left_only
45134008,"WHEELER RIDGE SUB, CIRCUIT BREAKERS",23,T,BRKR,,,,,left_only
40990991,"MIDWAY SUB, CIRCUIT BREAKERS",44,T,BRKR,,,,,left_only
40990924,"LOS BANOS SUB, CIRCUIT BREAKERS",44,T,BRKR,,,,,left_only
42561315,"VACA DIXON SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
44678506,"HERNDON SUB, CIRCUIT BREAKERS",23,T,BRKR,,,,,left_only
41193403,"TEJON SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
40990997,"MIDWAY SUB, CIRCUIT BREAKERS",44,T,BRKR,,,,,left_only
44640326,"BORDEN SUB, CIRCUIT BREAKERS",23,T,BRKR,,,,,left_only
44857286,"PIT #1 PH, CIRCUIT BREAKERS",13,T,BRKR,,,,,left_only
44922032,"SARATOGA SUB, CIRCUIT BREAKERS",13,T,BRKR,,,,,left_only
45195650,"LAKEVILLE SUB, CIRCUIT BREAKERS",14,T,BRKR,,,,,left_only
42632088,"SALINAS SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
45554884,"LAS POSITAS SUB, CIRCUIT BREAKERS",13,T,BRKR,,,,,left_only
40990923,"LOS BANOS SUB, CIRCUIT BREAKERS",44,T,BRKR,,,,,left_only
41341937,"CORTINA SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41194264,"MONTA VISTA SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41195482,"HAMILTON BRANCH SUB, CIRCUIT BREAKERS",33,T,BRKR,,,,,left_only
41335595,"EDES SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41218149,"NEWARK SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41186556,"RAVENSWOOD SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41351361,"HOPLAND SUB, CIRCUIT BREAKERS",33,T,BRKR,,,,,left_only
44172837,"VACA DIXON SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41195095,"NAPA SUB, CIRCUIT BREAKERS",33,T,BRKR,,,,,left_only
41189493,"COTTONWOOD SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41180079,"SAN JOSE A SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
45691793,"RIO OSO SUB, CIRCUIT BREAKERS",14,T,BRKR,,,,,left_only
41352908,"DAVIS SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
45507537,"BITTERWATER SW STA, CIRCUIT BREAKERS",13,T,BRKR,,,,,left_only
41345807,"FORT BRAGG A SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41193439,"COTTONWOOD SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
40991003,"MIDWAY SUB, CIRCUIT BREAKERS",44,T,BRKR,,,,,left_only
41183538,"LOS BANOS SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
40990406,"SAN FRAN H (MARTIN) SUB, CIRCUIT BRKR",44,T,BRKR,,,,,left_only
41176912,"TESLA SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41186559,"RAVENSWOOD SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
40990922,"LOS BANOS SUB, CIRCUIT BREAKERS",44,T,BRKR,,,,,left_only
41193437,"COTTONWOOD SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
44172838,"VACA DIXON SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41209259,"BRIGHTON SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
42628012,"GATES SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41194603,"GRANT SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41158715,"MIDWAY SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41190711,"LOS BANOS SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41183039,"WILSON SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
44174947,"GATES SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41158716,"MIDWAY SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41190712,"LOS BANOS SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41189062,"TIGER CREEK PH, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41215850,"DEL MONTE SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41193833,"SERRAMONTE SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41361381,"MESA SUB, CIRCUIT BREAKERS",33,T,BRKR,,,,,left_only
41186531,"TEMBLOR SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41238633,"TAFT SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
44174948,"GATES SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41210410,"METCALF SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41204207,"COTTONWOOD SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41158717,"MIDWAY SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41190713,"LOS BANOS SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41212150,"WILSON SUB, CIRCUIT BREAKERS",33,T,BRKR,,,,,left_only
42704637,"ATLANTIC SUB, CIRCUIT BREAKERS",23,T,BRKR,,,,,left_only
41180218,"MIDWAY SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41220716,"TESLA SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41180219,"MIDWAY SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41351513,"PHILO JCT SW STA, CIRCUIT BREAKERS",33,T,BRKR,,,,,left_only
41218150,"NEWARK SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41186557,"RAVENSWOOD SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
42756275,"SOLAR SW STA, CIRCUIT BREAKERS",23,T,BRKR,,,,,left_only
44077101,"MUSTANG SW STA, CIRCUIT BREAKERS",23,T,BRKR,,,,,left_only
42746872,"EASTSHORE SUB, CIRCUIT BREAKERS",23,T,BRKR,,,,,left_only
43223152,"NEW KEARNEY SUB, CIRCUIT BREAKERS",23,T,BRKR,,,,,left_only
42773565,"CALIENTE SW STA, CIRCUIT BREAKERS",23,T,BRKR,,,,,left_only
44148882,"TRANQUILLITY SW STA, CIRCUIT BREAKERS",23,T,BRKR,,,,,left_only
41180220,"MIDWAY SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41149877,"PITTSBURG PP, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
42568459,"EDES SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41238630,"TAFT SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
43177050,"MOSS LANDING PP, CIRCUIT BREAKERS",24,T,BRKR,,,,,left_only
41208669,"SAN FRAN A (POTRERO PP) SUB, CIR BRKRS",34,T,BRKR,,,,,left_only
41206061,"MIDWAY SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41206274,"MIDWAY SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
44315282,"LAS AGUILAS SW STA, CIRCUIT BREAKERS",23,T,BRKR,,,,,left_only
41186558,"RAVENSWOOD SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41189494,"COTTONWOOD SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41206278,"MIDWAY SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41162220,"METCALF SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
44396352,"METCALF SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
44396353,"METCALF SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41208639,"MIDWAY SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41195176,"MENLO SUB, CIRCUIT BREAKERS",33,T,BRKR,,,,,left_only
44693308,"KERN PP, CIRCUIT BREAKERS",13,T,BRKR,,,,,left_only
41211262,"BELLOTA SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
45086203,"WHEELER RIDGE SUB, CIRCUIT BREAKERS",13,T,BRKR,,,,,left_only
45554518,"ARCO SUB, CIRCUIT BREAKERS",13,T,BRKR,,,,,left_only
44242365,"SAN FRAN Z (EMBARCADERO) SUB, BRKR",23,T,BRKR,,,,,left_only
42553619,"DRUM 1 & 2 PH, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41216875,"NOTRE DAME SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41238374,"DUMBARTON SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
45691795,"RIO OSO SUB, CIRCUIT BREAKERS",14,T,BRKR,,,,,left_only
45507539,"BITTERWATER SW STA, CIRCUIT BREAKERS",13,T,BRKR,,,,,left_only
41238632,"TAFT SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41199456,"OAKLAND K (CLAREMONT) SUB, CIRCUIT BRKR",34,T,BRKR,,,,,left_only
40990407,"SAN FRAN H (MARTIN) SUB, CIRCUIT BRKR",44,T,BRKR,,,,,left_only
41341933,"CORTINA SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41333394,"TAFT SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41181414,"TESLA SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41212152,"WILSON SUB, CIRCUIT BREAKERS",33,T,BRKR,,,,,left_only
41210411,"METCALF SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41361382,"MESA SUB, CIRCUIT BREAKERS",33,T,BRKR,,,,,left_only
41322599,"JARVIS SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41202572,"SALINAS SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41328005,"COLGATE SW STA, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
40995039,"COLGATE SW STA, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
42704639,"ATLANTIC SUB, CIRCUIT BREAKERS",23,T,BRKR,,,,,left_only
41159710,"PITTSBURG PP, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
43223143,"NEW KEARNEY SUB, CIRCUIT BREAKERS",23,T,BRKR,,,,,left_only
41188552,"MILLBRAE SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
42746874,"EASTSHORE SUB, CIRCUIT BREAKERS",23,T,BRKR,,,,,left_only
41180093,"SAN JOSE A SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
42756277,"SOLAR SW STA, CIRCUIT BREAKERS",23,T,BRKR,,,,,left_only
41166320,"AMES TRANS SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41166452,"LOS ESTEROS SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41333410,"SHAFTER SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41170291,"CARNERAS SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
41188553,"MILLBRAE SUB, CIRCUIT BREAKERS",34,T,BRKR,,,,,left_only
44077102,"MUSTANG SW STA, CIRCUIT BREAKERS",23,T,BRKR,,,,,left_only
